,InletMethod,SMILES,RetentionTime,MolPol,IES,IsPublic,SampleID
19676,Standard_3min_col2_alk,CC(C)CCc1cc2c(cnn2c3cncc(N[C@H](C)CCN)n3)cc1C,130.7658,280.1985497133691,-0.3297514414772171,Y,SN1052517243
19678,Standard_3min_col2_alk,Cc1cc(ccn1)n2ccc(n2)C(=O)Nc3cc(Cl)ccc3N4CC[C@@H](CN)C4,103.6722,290.2471133032007,-0.33476540105309405,Y,SN1052517007
19679,Standard_3min_col2_alk,Cc1cc(ccn1)n2ccc(n2)C(=O)Nc3cc(Cl)ccc3N4CCC5(CCNC5)C4,109.9242,309.02656893984937,-0.3218223610823939,Y,SN1052517111
19680,Luna_NH3_1,Cc1cccc(c1)c2cc([nH]c2C(=O)N3CCCCC3)c4ccc(cc4)C(=O)O,143.3538,287.1536277911388,-0.2912121627711235,Y,SN1052517408
19681,Luna_NH3_1,CNCC1CCN(CC1)c2nc(nc3c2cnn3c4ccc(Br)cc4)C(C)C,94.2888,294.4019116384032,-0.2910109078246891,Y,SN1052517512
19682,Luna_NH3_1,CN(C)CCCNC[C@@H](O)COc1ccc(cc1)c2ccc(Cl)cc2,119.295,265.7638874490629,-0.2691662608661397,Y,SN1052517526
19684,Luna_NH3_1,CC(C)NC[C@@H](F)COc1ccc(cc1)c2nc3ccccc3s2,64.0692,249.329443621884,-0.2293586889388731,Y,SN1052517644
19686,Luna_NH3_1,Cc1cc(ccc1Cl)C(=O)Nc2cc(c3nc4ccccc4[nH]3)n(C)n2,83.8668,256.7582698343582,-0.2557132926057078,Y,SN1051130806
19687,Luna_NH3_1,CN1CCN(CC1)c2ccc(cc2)C(=O)Nc3cc(nn3C)c4nc5ccccc5[nH]4,141.27779999999996,304.9624273049245,-0.3429479344233846,Y,SN1051130910
19715,EP_FA_2,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(cc2)C(C(F)(F)F)C(F)(F)F)cc1,61.986,261.32531483848067,-0.33829507388711183,Y,SN1051404152
19731,BEH_NH3_3,CCCNC(c1ccc(NC(=O)Cc2ccc(cc2)S(=O)(=O)CC)cc1)(C(F)(F)F)C(F)(F)F,56.778,305.54577289152587,-0.4259848606768051,Y,SN1052516587
19732,BEH_NH3_3,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(cc2)C(C(F)(F)F)C(F)(F)F)cc1,58.86,261.32531483848067,-0.33829507388711183,Y,SN1052516691
19768,BEH_NH3_H2O_B2_4,Cc1cnc(NC(=O)c2nc(cnc2N)C3CCCCC3)c(Cl)c1,46.3548,239.1223818058231,-0.3106726338381465,Y,SN1052531817
19779,BEH_NH3_3,N[C@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](CC(=O)N)C(=O)O,175.5642,204.2594372010858,-0.4371664255068484,Y,SN1053642648
19783,BEH_NH3_3,CC(C)C[C@H](NC(=O)[C@@H](N)CCc1ccccc1)C(=O)O,113.0442,212.03052668059325,-0.3311778290108361,Y,SN1053643318
19786,Luna_NH3_1,C[C@H](Nc1ccc(cc1C)C2=CC(=O)NN=C2)C(=O)NC(=O)N,117.2112,216.0746313105547,-0.36890470037706174,Y,SN1053642870
19798,BEH_NH3_H2O_B2_4,CS(=O)(=O)c1ccc2[C@@H](N(Cc2c1)C(=O)Cc3ccccc3)C(=O)Nc4ccc(cc4)C(O)(C(F)(F)F)C(F)(F)F,101.5812,359.0089846098289,-0.4609577730022131,Y,SN1053017443
19800,BEH_NH3_H2O_B2_4,NC(=O)C[C@H]1COc2cc(F)ccc2N1C(=O)c3cc(Cl)c4cc[nH]c4c3,100.5402,251.1129658701763,-0.3168412108516408,Y,SN1053017561
19808,5min_10_40_Luna_sol6,CC(C)CN1C(=O)C(=O)C(c2ccccc2)S1(=O)=O,274.5528,187.99046465045663,-0.2540577989362956,Y,SN1052531817
19813,Standard_3min_col3_sur,CCCN(C1CCC(CC1)C(=O)NCCOCCOCCOCCNC(=O)NCCC(CCNC(=O)NCCOCCOCCNS(=O)(=O)c2cccc(c2)[C@H]3CN(C)Cc4c(Cl)cc(Cl)cc34)(CCNC(=O)NCCOCCOCCNS(=O)(=O)c5cccc(c5)[C@H]6CN(C)Cc7c(Cl)cc(Cl)cc67)N(=O)=O)S(=O)(=O)c8cccc(c8)C(=O)Nc9sc%10CCCCc%10c9C(=O)Nc%11ccc(CCCc%12ccc(cc%12)C(=O)O)cc%11,121.8138,1501.2987114098526,-2.0532298928894623,Y,SN1053020099
19814,Standard_3min_col3_sur,CCCN([C@@H]1CC[C@H](CC1)C(=O)NCCOCCOCCOCCNC(=O)NCCC(N)(CCNC(=O)NCCOCCOCCNS(=O)(=O)c2cccc(c2)[C@@H]3CN(C)Cc4c(Cl)cc(Cl)cc34)CCNC(=O)NCCOCCOCCNS(=O)(=O)c5cccc(c5)[C@@H]6CN(C)Cc7c(Cl)cc(Cl)cc67)S(=O)(=O)c8cccc(c8)C(=O)Nc9sc%10CCCCc%10c9C(=O)Nc%11ccc(CCCc%12ccc(cc%12)C(=O)O)cc%11,112.5378,1496.1954338109674,-2.0573045798036724,Y,SN1053020104
19822,5min_10_40_Luna_sol6,CCS(=O)(=O)c1ccc(CNC(=O)c2cc3CCN(CCC(F)(F)F)Cc3s2)cc1,153.68220000000005,294.10601281290815,-0.3568123323377413,Y,SN1053020099
19823,5min_10_40_Luna_sol6,CCS(=O)(=O)c1ccc(CNC(=O)c2cc3CCN(Cc4cccnn4)Cc3s2)cc1,216.2022,321.03894730192843,-0.3450542516313787,Y,SN1053020104
19831,5min_10_40_Luna_sol6,CS(=O)(=O)c1cc(Cl)ccc1N2CCN(CC2)c3ncccc3NCc4ccccn4,147.429,320.15543324359766,-0.3576629597293956,Y,SN1052372672
19845,Standard_3min_col3_sur,COc1ccc(cc1)[C@@H](C)NC(=O)[C@@H](CCN)NC(=O)c2cccn3ccnc23,51.8712,283.07726726515426,-0.4151193273692412,Y,SN1050327857
19871,5min_10_40_EP_sol6,COC(=O)c1ccc(CCCc2ccc(NC(=O)c3c4CCCCc4sc3NC(=O)c5cccc(c5)S(=O)(=O)NCCOCCOCCN)cc2)cc1,246.42,535.5916116209249,-0.6746972064874115,Y,SN1053020769
19875,Standard_3min_col3_sur,CN(C)C1=C(C(=O)N2CCSC2=C1)c3ccccc3,94.8138,202.2344138205744,-0.1618576847078359,Y,SN1053020906
19877,Standard_3min_col3_sur,CCS(=O)(=O)c1ccc(cc1)[C@H](N)C(=O)Nc2cc(cs2)c3cccnc3OCc4ccc(OC(F)(F)F)cc4,100.7088,383.3801147706581,-0.4649558304184143,Y,SN1052517243
19879,Standard_3min_col3_sur,Fc1ccc2N(CCOc2c1)C(=O)c3ccc4OCC(=O)Nc4c3,90.6042,211.91659649283523,-0.2670502194718516,Y,SN1052517007
19880,Standard_3min_col3_sur,Clc1ccc(CS(=O)(=O)c2nc[nH]n2)cc1,75.4458,162.1649930638271,-0.19110393376130533,Y,SN1052517111
19881,Standard_3min_col3_sur,C[C@@H](C1CC1)N2Cc3cc(cc(C)c3C2=O)c4c(N)n[nH]c4N,62.8188,226.12428561170728,-0.3226812337830315,Y,SN1052517408
19882,Standard_3min_col3_sur,O=C(N[C@@H]1CCNC1)c2ccncn2,14.8218,132.75900356264572,-0.23390103742947135,Y,SN1052517512
19883,Standard_7min_col4_sur_0-99,CC(C)C[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CC[S@](=O)C)C(=O)N1CCC[C@H]1C(=O)NCC(=O)NCC(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](CS)C(=O)N,86.3958,781.9799448543083,-1.7464279895159431,Y,SN1052517526
19885,Standard_7min_col4_sur_0-99,O[C@@H](C1CN(C1)C(c2ccccc2)c3ccccc3)c4ccccc4,160.488,262.12358587630456,-0.18666140099275247,Y,SN1052517644
19887,5min_10_40_EP_sol6,CCOc1cccc(CNc2cccc(Cl)c2C(=O)O)c1OCC(=O)N[C@H](CC(=O)N)c3ccc(Cl)cc3,239.127,371.9728599714609,-0.477927612776709,Y,SN1051130806
19888,5min_10_40_EP_sol6,CS(=O)(=O)c1cc(Cl)ccc1N2CCN(CC2)c3ncccc3NCc4cccnn4,164.1012,315.66997268929833,-0.35632339234096305,Y,SN1051130910
19897,5min_10_40_EP_sol6,CCS(=O)(=O)c1ccc(CNC(=O)c2ccc3CN(Cc3c2)c4ccccc4)cc1,185.9862,309.4467594802088,-0.3106126796048898,Y,SN1053778170
19898,5min_10_40_EP_sol6,CCOc1cccc(CNC(CC(=O)O)C(F)(F)F)c1OCC(=O)NC(c2ccncc2)c3ccc(Cl)cc3,165.1428,359.6124812985351,-0.459461848113427,Y,SN1053778184
19903,5min_10_40_Luna_sol6,CCS(=O)(=O)c1ccc(cc1)[C@H](NC(=O)CCN(C)C)C(=O)Nc2cc(cs2)c3cccnc3OCc4ccc(OC(F)(F)F)cc4,214.1202,453.33736710750503,-0.5545101004042371,Y,SN1054338030
19926,5min_10_40_EP_sol6,CNS(=O)(=O)c1ccc(CC(=O)Nc2ccc(cc2)C(O)(C(F)(F)F)C(F)(F)F)cc1,234.957,263.72748909496823,-0.4060063787353486,Y,SN1052849461
20020,Standard_3min_col2_alk,NS(=O)(=O)c1ccc(cc1)N2CCCC2=O,40.92480000000001,159.73949766960095,-0.2573526662524191,Y,SN1053642648
20024,Standard_3min_col2_alk,CN1CCN(CC1)c2ccccc2S(=O)(=O)N,142.8072,179.09907295342057,-0.26484548688474124,Y,SN1053643318
20027,Standard_3min_col2_alk,Cc1onc(CS(=O)(=O)N)n1,88.0758,103.65330171896368,-0.2196031534535634,Y,SN1053642870
20031,5min_10_40_Luna_sol6,COC(=O)c1ccc(CCCc2ccc(NC(=O)c3c4CCCCc4sc3NC(=O)c5cccc(c5)S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c6cccc(c6)C(=O)Nc7sc8CCCCc8c7C(=O)Nc9ccc(CCCc%10ccc(cc%10)C(=O)OC)cc9)cc2)cc1,249.7578,1158.6642074419815,-1.4979397333881903,Y,SN1053643318
20085,5min_10_40_Luna_sol6,CCCN([C@@H]1CC[C@H](CC1)C(=O)NCCOCCOCCOCCOCCOCCNS(=O)(=O)c2cccc(c2)[C@@H]3CN(C)Cc4c(Cl)cc(Cl)cc34)S(=O)(=O)c5cccc(c5)C(=O)Nc6sc7CCCCc7c6C(=O)Nc8ccc(CCCc9ccc(cc9)C(=O)O)cc8,227.6622,964.9912024799396,-1.1268120857918236,Y,SN1053020099
20086,5min_10_40_Luna_sol6,CN(Cc1ccc(cc1)c2ccccc2)C(=O)Cc3ccc4ccccc4c3,116.1702,292.80432336958154,-0.19018053957439315,Y,SN1053020104
20103,5min_10_40_Luna_sol6,CC(C)C[C@H](CO)Nc1nc(C[C@H](C)c2ccc(C)c(F)c2)nc(NS(=O)(=O)C)n1,157.8492,300.3582706003276,-0.4552962099788106,Y,SN1052929352
20178,5min_10_40_EP_sol6,Cn1cc(cn1)S(=O)(=O)N,141.1788,100.45105987374404,-0.1963221129131322,Y,SN1053017443
20180,5min_10_40_EP_sol6,NS(=O)(=O)c1ccc(cc1)N2CCCC2=O,190.158,159.73949766960095,-0.2573526662524191,Y,SN1053017561
20195,5min_10_40_EP_sol6,COc1cc(OC)cc(c1)C(=O)NCCc2cn(Cc3ccccc3)c4ccccc24,164.1012,312.2897718342145,-0.2827305131791899,Y,SN1053017443
20197,5min_10_40_EP_sol6,Clc1ccccc1C(=O)NCCc2cn(Cc3ccccc3)c4ccccc24,166.185,291.37802729720534,-0.2181025991294755,Y,SN1053017561
20203,5min_10_40_EP_sol6,CC(=O)Nc1ccc(Br)cc1C(=O)NCCc2cn(Cc3ccccc3)c4ccccc24,172.43699999999995,332.08480717453165,-0.30589115415658874,Y,SN1053339220
20204,5min_10_40_EP_sol6,O=C(NCCc1cn(Cc2ccccc2)c3ccccc13)C4CCCCC4,140.1348,281.83703132686037,-0.2361981597499525,Y,SN1053339220
20205,5min_10_40_EP_sol6,C[C@H]1CC[C@@](C)(C(=O)NCCc2cn(Cc3ccccc3)c4ccccc24)C1(C)C,137.0088,317.4597541997389,-0.26216590949770674,Y,SN1053339220
20227,5min_10_40_Luna_sol6,CN1C(=O)N(C)c2ncn(CCNc3cccnc3N4CCN(CC4)c5ccc(Cl)cc5S(=O)(=O)C)c2C1=O,170.3538,382.3152860172739,-0.5154315991075763,Y,SN1053020099
20228,5min_10_40_Luna_sol6,CS(=O)(=O)c1cc(Cl)ccc1N2CCN(CC2)c3ncccc3NCc4ncccn4,144.303,315.6982923392948,-0.3813171404210644,Y,SN1053020104
20245,Standard_3min_col3_sur,CCS(=O)(=O)c1ccc(CNC(=O)c2cc3CCN(Cc3s2)C(=O)OCC(F)(F)F)cc1,101.553,301.09338896322004,-0.3936925098005896,Y,SN1053995102
20246,Standard_3min_col3_sur,CCS(=O)(=O)c1ccc(CNC(=O)c2cc3CCN(Cc3s2)S(=O)(=O)CCC(C)C)cc1,106.6032,343.7550722267791,-0.4169614475303694,Y,SN1053995116
20248,Standard_3min_col3_sur,CCS(=O)(=O)c1ccc(CNC(=O)c2cc3CCN(Cc3s2)S(=O)(=O)CCO)cc1,72.9228,313.0596093226278,-0.4302501921509361,Y,SN1053995234
20261,Standard_3min_col2_alk,C[C@@H](N1CCN(C)CC1)C(=O)Nc2cccc(Nc3nc(Nc4cc(cnc4F)N5C[C@@H]6C[C@H]5CN6C)ncc3C)c2,86.39280000000002,408.64194708211164,-0.5232920972744985,Y,SN1053020099
20262,Standard_3min_col2_alk,CN1CC(CC(=O)Nc2cccc(Nc3nc(Nc4cc(cnc4F)N5C[C@@H]6C[C@H]5CN6C)ncc3C)c2)C1,79.65899999999998,375.5065967676048,-0.4791672906869057,Y,SN1053020104
20271,Standard_3min_col3_sur,CCNc1cccnc1N2CCN(CC2)c3ccc(Cl)cc3S(=O)(=O)C,94.8108,273.4937563424168,-0.3126053307870566,Y,SN1048685616
20277,Standard_3min_col3_sur,CS(=O)(=O)CC1(CNc2cccnc2N3CCN(CC3)c4ccc(Cl)cc4S(=O)(=O)C)CC1,86.391,345.24581847907496,-0.4275145196320333,Y,SN1048685998
20342,5min_10_40_EP_sol6,CC(=O)N1CC(C1)S(=O)(=O)N,132.8412,108.4632664051194,-0.23628797908481897,Y,SN1050222031
20345,Standard_3min_col2_alk,CCOc1cccc(CN[C@H](CC(=O)O)C(F)(F)F)c1OCC(=O)N[C@H](C)c2ccc(Cl)cc2,74.604,312.83496718498435,-0.42501935202052177,Y,SN1045594617
20346,Standard_3min_col2_alk,CCOc1cccc(CNc2cccc(Cl)c2C(=O)O)c1OCC(=O)N[C@H](c3ccncc3)c4ccc(Cl)cc4,76.29299999999998,396.0992072622098,-0.4167380993743493,Y,SN1046455452
20348,5min_10_40_EP_sol6,COC(=O)[C@H](NCc1oc(cc1)c2cccc(C)c2C(=O)N3CCC(CC3)(C#N)c4ccc(Br)cc4F)c5cccs5,215.1588,420.2971364332179,-0.40104668654807546,Y,SN1044899174
20387,5min_10_40_EP_sol6,CCS(=O)(=O)c1ccc(cc1)[C@H](NCCC(=O)O)C(=O)Nc2cc(cs2)c3cccnc3OCc4ccc(OC(F)(F)F)cc4,245.3778,425.24164890936885,-0.5384561777847838,Y,SN1046773393
20427,Standard_3min_col2_alk,CS(=O)(=O)c1cc(Cl)ccc1N2CCN(CC2)c3ncccc3NCc4cncnc4,94.8132,315.6007251260972,-0.378212142363194,Y,SN1050709412
20428,Standard_3min_col2_alk,CS(=O)(=O)c1cc(Cl)ccc1N2CCN(CC2)c3ncccc3NCc4cnccn4,101.553,315.5828482972846,-0.3768411225659708,Y,SN1050709426
20429,Standard_3min_col2_alk,CS(=O)(=O)c1cc(Cl)ccc1N2CCN(CC2)c3ncccc3NCCC4CCOCC4,120.0732,332.4639871854161,-0.3783524809342714,Y,SN1050709530
20435,5min_10_40_Luna_sol6,CN(Cc1ccc(cc1)c2ccccc2)C(=O)C(=O)c3ccc4ccccc4c3,109.917,294.52517699574923,-0.2176952153008034,Y,SN1044899207
20523,5min_10_40_EP_sol6,COc1ccc(cc1)C2=NN(C(=S)N2C)c3ncc4cccn4n3,135.9672,237.42969146571482,-0.20602028464055688,Y,SN1046454782
20524,5min_10_40_EP_sol6,CCCCOc1ccc(cc1)C2=NN(C(=S)N2C)c3ncc4cccn4n3,126.5892,272.7287096015802,-0.23483040696472174,Y,SN1048032126
20549,5min_10_40_EP_sol6,CCN1C(=O)C(=O)C(c2ccccc2)S1(=O)=O,73.44720000000002,164.4656813047317,-0.23088123620177295,Y,SN1050825533
20550,5min_10_40_EP_sol6,N[C@H](CN1CC(O)C1)c2ccc(Cl)cc2,160.9752,157.1981335886796,-0.1973545270679327,Y,SN1050825547
20551,Standard_3min_col3_sur,COc1cc(cnc1C(=O)[C@H]2C[C@@H]2C(=O)O)N(CCCF)c3ccc(F)c4ccccc34,109.1262,291.4175892879583,-0.347829958101215,Y,SN1050825651
20552,Standard_3min_col3_sur,COc1cc(cnc1C(=O)[C@H]2C[C@@H]2C(=O)O)N(CCCCF)c3ccc(F)c4ccccc34,113.3358,303.1324009212214,-0.36023582984007346,Y,SN1050825665
20553,Standard_3min_col3_sur,COCCCN(c1cnc(C(=O)[C@H]2C[C@@H]2C(=O)O)c(OC)c1)c3ccc(F)c4ccccc34,109.968,307.4258110908392,-0.3637514973699928,Y,SN1050825679
20554,Standard_3min_col2_alk,CCCN(C1CCC(CC1)C(=O)NCCOCCOCCOCCNC(=O)NCCC(CCNC(=O)NCCOCCOCCNS(=O)(=O)c2cccc(c2)[C@H]3CN(C)Cc4c(Cl)cc(Cl)cc34)(CCNC(=O)NCCOCCOCCNS(=O)(=O)c5cccc(c5)[C@H]6CN(C)Cc7c(Cl)cc(Cl)cc67)N(=O)=O)S(=O)(=O)c8cccc(c8)C(=O)Nc9sc%10CCCCc%10c9C(=O)Nc%11ccc(CCCc%12ccc(cc%12)C(=O)O)cc%11,131.079,1501.2987114098526,-2.0532298928894623,Y,SN1050825783
20555,Standard_3min_col2_alk,CCCN([C@@H]1CC[C@H](CC1)C(=O)NCCOCCOCCOCCNC(=O)NCCC(N)(CCNC(=O)NCCOCCOCCNS(=O)(=O)c2cccc(c2)[C@@H]3CN(C)Cc4c(Cl)cc(Cl)cc34)CCNC(=O)NCCOCCOCCNS(=O)(=O)c5cccc(c5)[C@@H]6CN(C)Cc7c(Cl)cc(Cl)cc67)S(=O)(=O)c8cccc(c8)C(=O)Nc9sc%10CCCCc%10c9C(=O)Nc%11ccc(CCCc%12ccc(cc%12)C(=O)O)cc%11,131.076,1496.1954338109674,-2.0573045798036724,Y,SN1050825797
20556,Standard_3min_col2_alk,CCCN([C@@H]1CC[C@H](CC1)C(=O)NCCOCCOCCNC(=O)CCC(CCC(=O)NCCOCCOCCNS(=O)(=O)c2cccc(c2)[C@@H]3CN(C)Cc4c(Cl)cc(Cl)cc34)(CCC(=O)NCCOCCOCCNS(=O)(=O)c5cccc(c5)[C@@H]6CN(C)Cc7c(Cl)cc(Cl)cc67)N(=O)=O)S(=O)(=O)c8cccc(c8)C(=O)Nc9sc%10CCCCc%10c9C(=O)Nc%11ccc(CCCc%12ccc(cc%12)C(=O)O)cc%11,133.599,1445.6991009074584,-1.8476943769024403,Y,SN1050825802
20557,Standard_3min_col3_sur,COc1ccc(CNC(=O)[C@H](N2CCOCC2)c3ccc(OC(F)(F)F)cc3)cc1,94.8432,270.6670012274716,-0.3448012628463456,Y,SN1050825816
20558,Standard_3min_col3_sur,Fc1cccc(CNC(=O)[C@@H](N2CCOCC2)c3ccc(OC(F)(F)F)cc3)c1,98.2188,254.6261210813683,-0.31982158549372114,Y,SN1050825920
20560,Standard_3min_col3_sur,COc1ccc(CNC(=O)[C@H](N2CCOCC2)c3ccc(OC(F)(F)F)cc3)cc1,94.002,270.6670012274716,-0.3448012628463456,Y,SN1050825948
20564,Standard_3min_col2_alk,CN1N=C(c2ccc(cc2)N3CCCCC3)c4ccccc4C1=O,125.124,241.97972922170132,-0.20290065386242528,Y,SN1050826184
20565,Standard_3min_col2_alk,CC(C)C[C@H](CO)Nc1nc(C[C@H](C)c2ccc(NC(=O)C)cc2)nc(NS(=O)(=O)C)n1,56.0808,322.3900811181444,-0.5147038358251421,Y,SN1050826198
20567,Standard_3min_col2_alk,CC(C)C[C@H](CO)Nc1nc(C[C@H](C)c2ccc3ncoc3c2)nc(NS(=O)(=O)C)n1,60.2922,305.9312446457765,-0.47648889929358795,Y,SN1050826217
20571,Standard_3min_col2_alk,CC(C)C[C@H](CO)Nc1nc(C[C@H](C)c2ccc(cc2)n3ccnn3)nc(NS(=O)(=O)C)n1,60.2892,328.45726559104685,-0.4709767789972491,Y,SN1051201275
20572,Standard_3min_col2_alk,COC(=O)c1ccc(COc2ncccc2c3csc(NC(=O)Cc4ccc(cc4)S(=O)(=O)NCCO)c3)cc1,105.7578,397.93701832287866,-0.4939168575193778,Y,SN1051201308
20573,Standard_3min_col2_alk,COC(=O)c1ccc(COc2ncccc2c3csc(NC(=O)Cc4ccc(cc4)S(=O)(=O)NCC(F)(F)F)c3)cc1,104.916,396.9317905985133,-0.4903680913324954,Y,SN1050825382
20574,Standard_3min_col2_alk,COC(=O)c1ccc(COc2ncccc2c3csc(NC(=O)Cc4ccc(cc4)S(=O)(=O)Nc5ccccn5)c3)cc1,80.5008,428.18462082616514,-0.4792608182240829,Y,SN1050825396
20575,Standard_3min_col2_alk,Oc1ccc(cc1CC=C)c2cc[nH]n2,63.6582,151.7439777782179,-0.15182555468261902,Y,SN1050825401
20631,5min_10_40_Luna_sol6,O=C(NCCc1cn(Cc2ccccc2)c3ccccc13)C4CCCC4,126.5892,269.938634522257,-0.2283347951600249,Y,SN1051409960
20637,5min_10_40_Luna_sol6,O=C(NCCc1cn(Cc2ccccc2)c3ccccc13)c4ccc[nH]4,172.43699999999995,265.2910963733325,-0.24153099714657034,Y,SN1051410139
20649,Standard_3min_col3_sur,CC(C)Nc1ccc2cnn(c3cncc(n3)N4CC[C@@H](N)C4)c2c1,65.3412,249.03539917574884,-0.3191311955522991,Y,SN1047541551
20655,Standard_3min_col3_sur,CNC(=O)C[C@@H]1CC[C@@H](CC1)NC(=O)COc2c(CNc3cccc(Cl)c3C(=O)O)cccc2c4cn[nH]c4,87.2328,378.541383862466,-0.4908554464292338,Y,SN1046455452
20656,Standard_3min_col3_sur,CNC(=O)C1(CCN(CC1)C(=O)c2ccccc2c3oc(CN[C@@H](CC(=O)NS(=O)(=O)C4CC4)c5cccs5)cc3)c6ccc(Br)cc6,90.603,493.55008061348315,-0.5542099528329811,Y,SN1044899174
20658,Standard_3min_col3_sur,FC(F)(F)c1ccc(NCCNC(=O)Cc2ccccc2Cl)nc1,104.919,221.30745133587916,-0.2779827136700321,Y,SN1046581231
20711,5min_10_40_EP_sol6,CCS(=O)(=O)c1ccc(CNC(=O)c2cc3CCN(Cc3s2)S(=O)(=O)C(C)C)cc1,178.6902,320.1755257993044,-0.3985694448396783,Y,SN1046581231
20754,Standard_3min_col2_alk,CCOc1cccc(CNc2cccc(Cl)c2C(=O)O)c1OCC(=O)N[C@H](C)c3ccc(O)cc3,66.1842,341.3865374022756,-0.4248644043717899,Y,SN1048685616
20760,Standard_3min_col2_alk,Cc1cccc(c2oc(CN[C@@H](C(=O)O)c3cccs3)cc2)c1C(=O)N4CCC(CC4)(C#N)c5ccc(Br)cc5,78.8142,407.9410422403059,-0.38467745398427416,Y,SN1048685998
20763,Standard_3min_col2_alk,CCCN1C(=O)C(=O)C(c2ccccc2)S1(=O)=O,149.5422,176.18067221895438,-0.24402827406789054,Y,SN1050825533
20764,Standard_3min_col2_alk,CC(C)CN1C(=O)C(=O)C(c2ccccc2)S1(=O)=O,174.80700000000004,187.99046465045663,-0.2540577989362956,Y,SN1050825547
20765,Standard_3min_col2_alk,O=C1C(c2ccccc2)S(=O)(=O)N(C3CCCCC3)C1=O,179.0112,206.62465654565818,-0.2694216938857287,Y,SN1050825651
20766,Standard_3min_col2_alk,O=C1C(c2ccccc2)S(=O)(=O)N(CCc3ccccc3)C1=O,177.32999999999996,227.4693012968761,-0.2630389105410558,Y,SN1050825665
20767,Standard_3min_col2_alk,O=C1C(c2ccccc2)S(=O)(=O)N(C1=O)c3ccccc3,149.5518,203.9580407385794,-0.2335273349107586,Y,SN1050825679
20768,Standard_3min_col2_alk,CCN1C(=O)C(=O)C(c2ccccc2)S1(=O)=O,178.1778,164.4656813047317,-0.23088123620177295,Y,SN1050825783
20769,Standard_3min_col2_alk,N[C@H](CN1CC(O)C1)c2ccc(Cl)cc2,62.81999999999999,157.1981335886796,-0.1973545270679327,Y,SN1050825797
20770,Standard_3min_col3_sur,CC(C)C[C@H](CO)Nc1nc(NS(=O)(=O)C)nc(S[C@H](C)c2cccc3nonc23)n1,110.8128,309.89320942335974,-0.4498129434148538,Y,SN1050825802
20771,Standard_3min_col3_sur,CCOc1cccc(CNc2cccc(Cl)c2C(=O)O)c1OCC(=O)N[C@H](CCC(=O)NC)c3ccc(Cl)cc3,117.5478,395.4495096291356,-0.4819821191916103,Y,SN1050825816
20772,Standard_3min_col3_sur,CN(C)CCOc1cccc(Nc2nc(Nc3cc(cnc3F)N4C[C@@H]5C[C@H]4CN5C)ncc2C)c1,35.8722,351.25108302649033,-0.4246350036911489,Y,SN1050825920
20774,Standard_3min_col3_sur,CN1CCN(CC1)C(=O)c2ccc(Nc3nc(Nc4cc(cnc4F)N5C[C@@H]6C[C@H]5CN6C)ncc3C)cc2,70.398,375.9714820479968,-0.4664857617437802,Y,SN1050825948
20778,Standard_3min_col3_sur,CCCC(CCC)C(=O)Nc1cc(cs1)c2cccnc2OCc3ccc(OC(F)(F)F)cc3,156.2808,328.6107513566487,-0.34171407037379103,Y,SN1050826184
20779,Standard_3min_col3_sur,CCS(=O)(=O)c1ccc(CNC(=O)c2ccc(cc2)C(O)(C(F)(F)F)C(F)(F)F)cc1,99.867,266.38900558212515,-0.3774478752326152,Y,SN1050826198
20781,Standard_3min_col3_sur,OCCC(=O)N[C@@H](C(=O)Nc1cc(cs1)c2cccnc2OCc3ccc(OC(F)(F)F)cc3)c4ccccc4,125.967,372.08733442043393,-0.4466480190634287,Y,SN1050826217
20788,5min_10_40_Luna_sol6,CCS(=O)(=O)c1ccc(CNC(=O)c2cnc(s2)c3ccccc3c4cccc(c4)C#N)cc1,189.1122,350.30506338473344,-0.33803661052811457,Y,SN1046453909
20789,Standard_3min_col2_alk,CC(C)C[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CC[S@](=O)C)C(=O)N1CCC[C@H]1C(=O)NCC(=O)NCC(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](CS)C(=O)N,53.5542,781.9799448543083,-1.7464279895159431,Y,SN1046454013
20790,Standard_3min_col2_alk,CCCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CO)C(=O)N1CCC[C@H]1C(=O)NCC(=O)NCC(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](CS)C(=O)N,65.34899999999999,775.6646929835136,-1.734667694600127,Y,SN1046454027
